#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: SpriteSheet.png (1920 x 1344)
# $TexturePacker:SmartUpdate:297eae81eefe77b2a0111fdadcbfea04:bbbc6735697fa5fdcf76a5b2d9c50a77:60b9ef50a9c2c935e7b9dbd934922ed8$
#

hit1/hit1-0;0;0;0;192;192;192;192;0.5;0.5
hit1/hit1-1;0;192;0;192;192;192;192;0.5;0.5
hit1/hit1-2;0;384;0;192;192;192;192;0.5;0.5
hit1/hit1-3;0;576;0;192;192;192;192;0.5;0.5
hit1/hit1-4;0;768;0;192;192;192;192;0.5;0.5
hit1/hit1-5;0;960;0;192;192;192;192;0.5;0.5
hit1/hit1-6;0;1152;0;192;192;192;192;0.5;0.5
hit1/hit1-7;0;1344;0;192;192;192;192;0.5;0.5
hit1/hit1-8;0;1536;0;192;192;192;192;0.5;0.5
hit1/hit1-9;0;1728;0;192;192;192;192;0.5;0.5
hit1/hit1-10;0;0;192;192;192;192;192;0.5;0.5
hit1/hit1-11;0;192;192;192;192;192;192;0.5;0.5
hit1/hit1-12;0;384;192;192;192;192;192;0.5;0.5
hit1/hit1-13;0;576;192;192;192;192;192;0.5;0.5
hit1/hit1-14;0;768;192;192;192;192;192;0.5;0.5
hit1/hit1-15;0;960;192;192;192;192;192;0.5;0.5
hit1/hit1-16;0;1152;192;192;192;192;192;0.5;0.5
hit1/hit1-17;0;1344;192;192;192;192;192;0.5;0.5
hit1/hit1-18;0;1536;192;192;192;192;192;0.5;0.5
hit2/hit2-0;0;1728;192;192;192;192;192;0.5;0.5
hit2/hit2-1;0;0;384;192;192;192;192;0.5;0.5
hit2/hit2-2;0;192;384;192;192;192;192;0.5;0.5
hit2/hit2-3;0;384;384;192;192;192;192;0.5;0.5
hit2/hit2-4;0;576;384;192;192;192;192;0.5;0.5
hit2/hit2-5;0;768;384;192;192;192;192;0.5;0.5
hit2/hit2-6;0;960;384;192;192;192;192;0.5;0.5
hit2/hit2-7;0;1152;384;192;192;192;192;0.5;0.5
hit2/hit2-8;0;1344;384;192;192;192;192;0.5;0.5
hit2/hit2-9;0;1536;384;192;192;192;192;0.5;0.5
hit2/hit2-10;0;1728;384;192;192;192;192;0.5;0.5
hit2/hit2-11;0;0;576;192;192;192;192;0.5;0.5
hit2/hit2-12;0;192;576;192;192;192;192;0.5;0.5
hit2/hit2-13;0;384;576;192;192;192;192;0.5;0.5
hit2/hit2-14;0;576;576;192;192;192;192;0.5;0.5
hit2/hit2-15;0;768;576;192;192;192;192;0.5;0.5
hit2/hit2-16;0;960;576;192;192;192;192;0.5;0.5
hit2/hit2-17;0;1152;576;192;192;192;192;0.5;0.5
hit2/hit2-18;0;1344;576;192;192;192;192;0.5;0.5
hit2/hit2-19;0;1536;576;192;192;192;192;0.5;0.5
hit3/hit3-0;0;1728;576;192;192;192;192;0.5;0.5
hit3/hit3-1;0;0;768;192;192;192;192;0.5;0.5
hit3/hit3-2;0;192;768;192;192;192;192;0.5;0.5
hit3/hit3-3;0;384;768;192;192;192;192;0.5;0.5
hit3/hit3-4;0;576;768;192;192;192;192;0.5;0.5
hit3/hit3-5;0;768;768;192;192;192;192;0.5;0.5
hit3/hit3-6;0;960;768;192;192;192;192;0.5;0.5
hit3/hit3-7;0;1152;768;192;192;192;192;0.5;0.5
hit3/hit3-8;0;1344;768;192;192;192;192;0.5;0.5
hit3/hit3-9;0;1536;768;192;192;192;192;0.5;0.5
shield1/shield1-0;0;1728;768;192;192;192;192;0.5;0.5
shield1/shield1-1;0;0;960;192;192;192;192;0.5;0.5
shield1/shield1-2;0;192;960;192;192;192;192;0.5;0.5
shield1/shield1-3;0;384;960;192;192;192;192;0.5;0.5
shield1/shield1-4;0;576;960;192;192;192;192;0.5;0.5
shield1/shield1-5;0;768;960;192;192;192;192;0.5;0.5
shield1/shield1-6;0;960;960;192;192;192;192;0.5;0.5
shield1/shield1-7;0;1152;960;192;192;192;192;0.5;0.5
shield1/shield1-8;0;1344;960;192;192;192;192;0.5;0.5
shield1/shield1-9;0;1536;960;192;192;192;192;0.5;0.5
shield1/shield1-10;0;1728;960;192;192;192;192;0.5;0.5
shield1/shield1-11;0;0;1152;192;192;192;192;0.5;0.5
shield1/shield1-12;0;192;1152;192;192;192;192;0.5;0.5
shield1/shield1-13;0;384;1152;192;192;192;192;0.5;0.5
shield1/shield1-14;0;576;1152;192;192;192;192;0.5;0.5
shield1/shield1-15;0;768;1152;192;192;192;192;0.5;0.5
shield1/shield1-16;0;960;1152;192;192;192;192;0.5;0.5
shield1/shield1-17;0;1152;1152;192;192;192;192;0.5;0.5
shield1/shield1-18;0;1344;1152;192;192;192;192;0.5;0.5
shield1/shield1-19;0;1536;1152;192;192;192;192;0.5;0.5
